competition_id,competition_name,year,event_date,discipline_key,discipline_name,weight_class,event_name,gender,rank,medal,participant_type,participant_name,country_name,country_code,source_url
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Lightweight,Lightweight,men,2,silver,athlete,Alan Gogaev,Russian Federation,RUS,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Lightweight,Lightweight,men,3,bronze,athlete,Geandry Garzón,Cuba,CUB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Lightweight,Lightweight,men,3,bronze,athlete,Jabrayil Hasanov,Azerbaijan,AZE,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Middleweight,Middleweight,men,1,gold,athlete,Mihail Ganev,BUL,BUL,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Middleweight,Middleweight,men,2,silver,athlete,Zaurbek Sokhiev,Uzbekistan,UZB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Middleweight,Middleweight,men,3,bronze,athlete,Reineris Salas,Cuba,CUB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Middleweight,Middleweight,men,3,bronze,athlete,Soslan Ktsoev,Russian Federation,RUS,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Super heavyweight,Super heavyweight,men,1,gold,athlete,Bilyal Makhov,Russian Federation,RUS,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Super heavyweight,Super heavyweight,men,2,silver,athlete,Artur Taymazov,Uzbekistan,UZB,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Super heavyweight,Super heavyweight,men,3,bronze,athlete,Ioannis Arzoumanidis,GRE,GRE,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
world_wrestling_championships_freestyle,World Wrestling Championships (Freestyle),2010,2010-12-31,wrestling-freestyle,Wrestling Freestyle,Super heavyweight,Super heavyweight,men,3,bronze,athlete,Levan Berianidze,Georgia,GEO,https://en.wikipedia.org/wiki/List_of_World_Championships_medalists_in_wrestling_(freestyle)
