event_id,participant_id,rank,medal,score_raw,points_awarded
fei_world_championships_2006_equestrian-driving_team-driving_mixed,equestrian_team_Netherlands_NLD,3,bronze,edition=FEI World Equestrian Games;event=Team driving;discipline=equestrian-driving;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-endurance_individual-endurance_mixed,equestrian_athlete_Miguel_Vila_Ubach_ESP,1,gold,edition=FEI World Equestrian Games;event=Individual endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-endurance_individual-endurance_mixed,equestrian_athlete_Virginie_Atger_FRA,2,silver,edition=FEI World Equestrian Games;event=Individual endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-endurance_individual-endurance_mixed,equestrian_athlete_Elodie_Le_Labourier_FRA,3,bronze,edition=FEI World Equestrian Games;event=Individual endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-endurance_team-endurance_mixed,equestrian_team_France_FRA,1,gold,edition=FEI World Equestrian Games;event=Team endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-endurance_team-endurance_mixed,equestrian_team_Switzerland_CHE,2,silver,edition=FEI World Equestrian Games;event=Team endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-endurance_team-endurance_mixed,equestrian_team_POR_POR,3,bronze,edition=FEI World Equestrian Games;event=Team endurance;discipline=equestrian-endurance;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-eventing-equestrian_individual-eventing_mixed,equestrian_athlete_Zara_Phillips_GBR,1,gold,edition=FEI World Equestrian Games;event=Individual eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-eventing-equestrian_individual-eventing_mixed,equestrian_athlete_Clayton_Fredericks_AUS,2,silver,edition=FEI World Equestrian Games;event=Individual eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-eventing-equestrian_individual-eventing_mixed,equestrian_athlete_Amy_Tryon_USA,3,bronze,edition=FEI World Equestrian Games;event=Individual eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_Germany_DEU,1,gold,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_United_Kingdom_GBR,2,silver,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-eventing-equestrian_team-eventing_mixed,equestrian_team_Australia_AUS,3,bronze,edition=FEI World Equestrian Games;event=Team eventing;discipline=equestrian-eventing-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Jos_Lansink_BEL,1,gold,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Beezie_Madden_USA,2,silver,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-jumping-equestrian_individual-jumping_mixed,equestrian_athlete_Meredith_Michaels-Beerbaum_DEU,3,bronze,edition=FEI World Equestrian Games;event=Individual jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_Netherlands_NLD,1,gold,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_United_States_USA,2,silver,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-jumping-equestrian_team-jumping_mixed,equestrian_team_Germany_DEU,3,bronze,edition=FEI World Equestrian Games;event=Team jumping;discipline=equestrian-jumping-equestrian;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-reining_individual-reining_mixed,equestrian_athlete_Duane_Latimer_CAN,1,gold,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-reining_individual-reining_mixed,equestrian_athlete_Tim_McQuay_USA,2,silver,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-reining_individual-reining_mixed,equestrian_athlete_Aaron_Ralston_USA,3,bronze,edition=FEI World Equestrian Games;event=Individual reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-reining_team-reining_mixed,equestrian_team_United_States_USA,1,gold,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-reining_team-reining_mixed,equestrian_team_Canada_CAN,2,silver,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-reining_team-reining_mixed,equestrian_team_Italy_ITA,3,bronze,edition=FEI World Equestrian Games;event=Team reining;discipline=equestrian-reining;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Kai_Vorberg_DEU,1,gold,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Gero_Meyer_DEU,2,silver,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-vaulting_men-vaulting_men,equestrian_athlete_Ladislav_Majdlen_SVK,3,bronze,edition=FEI World Equestrian Games;event=Men's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_Germany_DEU,1,gold,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_United_States_USA,2,silver,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
