year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2015,2015-01-01,men,swimming,Men's 400 m freestyle,2,silver,athlete,James Guy,Great Britain,GBR,3:43.75 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 400 m freestyle,3,bronze,athlete,Ryan Cochrane,Canada,CAN,3:44.59,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 400 m individual medley,1,gold,athlete,Daiya Seto,Japan,JPN,4:08.50,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 400 m individual medley,2,silver,athlete,Dávid Verrasztó,Hungary,HUN,4:09.90,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 400 m individual medley,3,bronze,athlete,Chase Kalisz,United States,USA,4:10.05,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m backstroke,1,gold,athlete,Camille Lacourt,France,FRA,24.23,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m backstroke,2,silver,athlete,Matt Grevers,United States,USA,24.61,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m backstroke,3,bronze,athlete,Ben Treffers,Australia,AUS,24.69,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m breaststroke,1,gold,athlete,Adam Peaty,Great Britain,GBR,26.51,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m breaststroke,2,silver,athlete,Cameron van der Burgh,South Africa,ZAF,26.66,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m breaststroke,3,bronze,athlete,Kevin Cordes,United States,USA,26.86,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m butterfly,1,gold,athlete,Florent Manaudou,France,FRA,22.97,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m butterfly,2,silver,athlete,Nicholas Santos,Brazil,BRA,23.09,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m butterfly,3,bronze,athlete,László Cseh,Hungary,HUN,23.15,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m butterfly,3,bronze,athlete,Konrad Czerniak,Poland,POL,23.15,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m freestyle,1,gold,athlete,Florent Manaudou,France,FRA,21.19,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m freestyle,2,silver,athlete,Nathan Adrian,United States,USA,21.52,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 50 m freestyle,3,bronze,athlete,Bruno Fratus,Brazil,BRA,21.55,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 800 m freestyle,1,gold,athlete,Sun Yang,China,CHN,7:39.96,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 800 m freestyle,2,silver,athlete,Gregorio Paltrinieri,Italy,ITA,7:40.81 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,swimming,Men's 800 m freestyle,3,bronze,athlete,Mack Horton,Australia,AUS,7:44.02,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m freestyle relay,1,gold,team,,United States,USA,3:23.05 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m freestyle relay,2,silver,team,,Netherlands,NLD,3:23.10 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m freestyle relay,3,bronze,team,,Canada,CAN,3:23.59 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m medley relay,1,gold,team,,Great Britain,GBR,3:41.71 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m medley relay,2,silver,team,,United States,USA,3:43.27 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,mixed,swimming,Mixed 4 × 100 m medley relay,3,bronze,team,,Germany,DEU,3:44.13 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m backstroke,1,gold,athlete,Emily Seebohm,Australia,AUS,58.26,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m backstroke,2,silver,athlete,Madison Wilson,Australia,AUS,58.75,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m backstroke,3,bronze,athlete,Mie Nielsen,Denmark,DNK,58.86,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m breaststroke,2,silver,athlete,Rūta Meilutytė,Lithuania,LTU,1:06.36,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m breaststroke,3,bronze,athlete,Alia Atkinson,Jamaica,JAM,1:06.42,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m butterfly,1,gold,athlete,Sarah Sjöström,Sweden,SWE,55.64 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m butterfly,2,silver,athlete,Jeanette Ottesen,Denmark,DNK,57.05,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m butterfly,3,bronze,athlete,Lu Ying,China,CHN,57.48,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m freestyle,1,gold,athlete,Bronte Campbell,Australia,AUS,52.52,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m freestyle,2,silver,athlete,Sarah Sjöström,Sweden,SWE,52.70,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 100 m freestyle,3,bronze,athlete,Cate Campbell,Australia,AUS,52.82,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 1500 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,15:25.48 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 1500 m freestyle,2,silver,athlete,Lauren Boyle,New Zealand,NZL,15:40.14 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 1500 m freestyle,3,bronze,athlete,Boglárka Kapás,Hungary,HUN,15:47.09 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m backstroke,1,gold,athlete,Emily Seebohm,Australia,AUS,2:05.81 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m backstroke,2,silver,athlete,Missy Franklin,United States,USA,2:06.34,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m backstroke,3,bronze,athlete,Katinka Hosszú,Hungary,HUN,2:06.84,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m breaststroke,1,gold,athlete,Kanako Watanabe,Japan,JPN,2:21.15,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m breaststroke,2,silver,athlete,Micah Lawrence,United States,USA,2:22.44,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m breaststroke,3,bronze,athlete,Shi Jinglin,China,CHN,2:22.76 NR2:22.76,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m breaststroke,3,bronze,athlete,Rikke Møller Pedersen,Denmark,DNK,2:22.76 NR2:22.76,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m breaststroke,3,bronze,athlete,Jessica Vall,Spain,ESP,2:22.76 NR2:22.76,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m butterfly,1,gold,athlete,Natsumi Hoshi,Japan,JPN,2:05.56,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m butterfly,2,silver,athlete,Cammile Adams,United States,USA,2:06.40,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m butterfly,3,bronze,athlete,Zhang Yufei,China,CHN,2:06.51 WJ,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,1:55.16,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m freestyle,2,silver,athlete,Federica Pellegrini,Italy,ITA,1:55.32,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m freestyle,3,bronze,athlete,Missy Franklin,United States,USA,1:55.49,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m individual medley,1,gold,athlete,Katinka Hosszú,Hungary,HUN,2:06.12 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m individual medley,2,silver,athlete,Kanako Watanabe,Japan,JPN,2:08.45 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 200 m individual medley,3,bronze,athlete,Siobhan-Marie O'Connor,Great Britain,GBR,2:08.77,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m freestyle relay,1,gold,team,,Australia,AUS,3:31.48 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m freestyle relay,2,silver,team,,Netherlands,NLD,3:33.67,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m freestyle relay,3,bronze,team,,United States,USA,3:34.61,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m medley relay,1,gold,team,,China,CHN,3:54.41,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m medley relay,2,silver,team,,Sweden,SWE,3:55.24 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 100 m medley relay,3,bronze,team,,Australia,AUS,3:55.56,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 200 m freestyle relay,1,gold,team,,United States,USA,7:45.37,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 200 m freestyle relay,2,silver,team,,Italy,ITA,7:48.41,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 4 × 200 m freestyle relay,3,bronze,team,,China,CHN,7:49.10,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,3:59.13 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m freestyle,2,silver,athlete,Sharon van Rouwendaal,Netherlands,NLD,4:03.02 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m freestyle,3,bronze,athlete,Jessica Ashwood,Australia,AUS,4:03.34 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m individual medley,1,gold,athlete,Katinka Hosszú,Hungary,HUN,4:30.39,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m individual medley,2,silver,athlete,Maya DiRado,United States,USA,4:31.71,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 400 m individual medley,3,bronze,athlete,Emily Overholt,Canada,CAN,4:32.52 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m backstroke,1,gold,athlete,Fu Yuanhui,China,CHN,27.11,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m backstroke,2,silver,athlete,Etiene Medeiros,Brazil,BRA,27.26 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m backstroke,3,bronze,athlete,Liu Xiang,China,CHN,27.58,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m breaststroke,1,gold,athlete,Jennie Johansson,Sweden,SWE,30.05 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m breaststroke,2,silver,athlete,Alia Atkinson,Jamaica,JAM,30.11 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m butterfly,1,gold,athlete,Sarah Sjöström,Sweden,SWE,24.96 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m butterfly,2,silver,athlete,Jeanette Ottesen,Denmark,DNK,25.34,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m butterfly,3,bronze,athlete,Lu Ying,China,CHN,25.37 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m freestyle,1,gold,athlete,Bronte Campbell,Australia,AUS,24.12,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m freestyle,2,silver,athlete,Ranomi Kromowidjojo,Netherlands,NLD,24.22,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 50 m freestyle,3,bronze,athlete,Sarah Sjöström,Sweden,SWE,24.31,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 800 m freestyle,1,gold,athlete,Katie Ledecky,United States,USA,8:07.39 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 800 m freestyle,2,silver,athlete,Lauren Boyle,New Zealand,NZL,8:17.65 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,swimming,Women's 800 m freestyle,3,bronze,athlete,Jazmin Carlin,Great Britain,GBR,8:18.15,https://en.wikipedia.org/wiki/Swimming_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,water polo,Men,1,gold,team,,Serbia,SRB,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,water polo,Men,2,silver,team,,Croatia,HRV,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,men,water polo,Men,3,bronze,team,,Greece,GRC,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,water polo,Women,1,gold,team,,United States,USA,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,water polo,Women,2,silver,team,,Netherlands,NLD,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2015,2015-01-01,women,water polo,Women,3,bronze,team,,Italy,ITA,,https://en.wikipedia.org/wiki/Water_polo_at_the_2015_World_Aquatics_Championships
2017,2017-01-01,mixed,artistic swimming,Mixed Duet Free Routine,2,silver,team,,Italy,ITA,91.1,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,mixed,artistic swimming,Mixed Duet Free Routine,3,bronze,team,,United States,USA,88.7667,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,mixed,artistic swimming,Mixed Duet Technical Routine,1,gold,team,,Italy,ITA,90.2979,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,mixed,artistic swimming,Mixed Duet Technical Routine,3,bronze,team,,United States,USA,87.6682,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,women,artistic swimming,Women's Duet Free Routine,2,silver,team,,China,CHN,95.3,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,women,artistic swimming,Women's Duet Free Routine,3,bronze,team,,Ukraine,UKR,93.2667,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,women,artistic swimming,Women's Duet Technical Routine,2,silver,team,,China,CHN,94.0775,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
2017,2017-01-01,women,artistic swimming,Women's Duet Technical Routine,3,bronze,team,,Ukraine,UKR,92.6482,https://en.wikipedia.org/wiki/Synchronised_swimming_at_the_2017_World_Aquatics_Championships
