year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2023,2023-01-01,men,diving,Men's 3 metre springboard,2,silver,athlete,Osmar Olvera,Mexico,MEX,507.5,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's 3 metre springboard,3,bronze,athlete,Long Daoyi,China,CHN,499.75,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 10 metre platform,1,gold,team,,China,CHN,477.75,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 10 metre platform,2,silver,team,,Ukraine,UKR,439.32,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 10 metre platform,3,bronze,team,,Mexico,MEX,434.16,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 3 metre springboard,1,gold,team,,China,CHN,456.33,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 3 metre springboard,2,silver,team,,Great Britain,GBR,424.62,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,diving,Men's Synchronized 3 metre springboard,3,bronze,team,,France,FRA,389.1,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,diving,Mixed Team,1,gold,team,,China,CHN,489.65,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,diving,Mixed Team,2,silver,team,,Mexico,MEX,455.35,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,diving,Mixed Team,3,bronze,team,,Germany,DEU,432.15,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 1 metre springboard,1,gold,athlete,Lin Shan,China,CHN,318.6,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 1 metre springboard,2,silver,athlete,Li Yajie,China,CHN,306.35,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 1 metre springboard,3,bronze,athlete,Aranza Vázquez,Mexico,MEX,285.05,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 10 metre platform,1,gold,athlete,Chen Yuxi,China,CHN,457.85,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 10 metre platform,2,silver,athlete,Quan Hongchan,China,CHN,445.6,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 10 metre platform,3,bronze,athlete,Caeli McKay,Canada,CAN,340.25,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 3 metre springboard,1,gold,athlete,Chen Yiwen,China,CHN,359.5,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 3 metre springboard,2,silver,athlete,Chang Yani,China,CHN,341.5,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's 3 metre springboard,3,bronze,athlete,Pamela Ware,Canada,CAN,332.0,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 10 metre platform,1,gold,team,,China,CHN,369.84,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 10 metre platform,2,silver,team,,Great Britain,GBR,311.76,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 10 metre platform,3,bronze,team,,United States,USA,294.42,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 3 metre springboard,1,gold,team,,China,CHN,341.94,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 3 metre springboard,2,silver,team,,Great Britain,GBR,296.58,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,diving,Women's Synchronized 3 metre springboard,3,bronze,team,,Italy,ITA,285.99,https://en.wikipedia.org/wiki/Diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,high diving,Men,1,gold,athlete,Constantin Popovici,Romania,ROU,472.8,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,high diving,Men,2,silver,athlete,Cătălin Preda,Romania,ROU,438.45,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,high diving,Men,3,bronze,athlete,Gary Hunt,France,FRA,426.3,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,high diving,Women,1,gold,athlete,Rhiannan Iffland,Australia,AUS,357.4,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,high diving,Women,2,silver,athlete,Molly Carlson,Canada,CAN,322.8,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,high diving,Women,3,bronze,athlete,Jessica Macaulay,Canada,CAN,320.95,https://en.wikipedia.org/wiki/High_diving_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 10 km,1,gold,athlete,Florian Wellbrock,Germany,DEU,1:50:40.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 10 km,2,silver,athlete,Kristóf Rasovszky,Hungary,HUN,1:50:59.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 10 km,3,bronze,athlete,Oliver Klemet,Germany,DEU,1:51:00.8,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 5 km,1,gold,athlete,Florian Wellbrock,Germany,DEU,53:58.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 5 km,2,silver,athlete,Gregorio Paltrinieri,Italy,ITA,54:02.5,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,open water swimming,Men's 5 km,3,bronze,athlete,Domenico Acerenza,Italy,ITA,54:04.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,open water swimming,Mixed Team,1,gold,team,,Italy,ITA,1:10:31.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,open water swimming,Mixed Team,2,silver,team,,Hungary,HUN,1:10:35.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,open water swimming,Mixed Team,3,bronze,team,,Australia,AUS,1:11:26.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 10 km,1,gold,athlete,Leonie Beck,Germany,DEU,2:02:34.0,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 10 km,2,silver,athlete,Chelsea Gubecka,Australia,AUS,2:02:38.1,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 10 km,3,bronze,athlete,Katie Grimes,United States,USA,2:02:42.3,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 5 km,1,gold,athlete,Leonie Beck,Germany,DEU,59:31.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 5 km,2,silver,athlete,Sharon van Rouwendaal,Netherlands,NLD,59:32.7,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,open water swimming,Women's 5 km,3,bronze,athlete,Ana Marcela Cunha,Brazil,BRA,59:33.9,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre backstroke,1,gold,athlete,Ryan Murphy,United States,USA,52.22,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre backstroke,2,silver,athlete,Thomas Ceccon,Italy,ITA,52.27,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre backstroke,3,bronze,athlete,Hunter Armstrong,United States,USA,52.58,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre breaststroke,1,gold,athlete,Qin Haiyang,China,CHN,57.69 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre breaststroke,2,silver,athlete,Nicolò Martinenghi ItalyArno Kamminga NetherlandsNic Fink,United States,USA,58.72,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre butterfly,1,gold,athlete,Maxime Grousset,France,FRA,50.14 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre butterfly,2,silver,athlete,Joshua Liendo,Canada,CAN,50.34 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre butterfly,3,bronze,athlete,Dare Rose,United States,USA,50.46,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre freestyle,1,gold,athlete,Kyle Chalmers,Australia,AUS,47.15,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre freestyle,2,silver,athlete,Jack Alexy,United States,USA,47.31,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 100 metre freestyle,3,bronze,athlete,Maxime Grousset,France,FRA,47.42,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 1500 metre freestyle,1,gold,athlete,Ahmed Hafnaoui,Tunisia,TUN,"14:31.54 CR, AF",https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 1500 metre freestyle,2,silver,athlete,Bobby Finke,United States,USA,14:31.59 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 1500 metre freestyle,3,bronze,athlete,Samuel Short,Australia,AUS,14:37.28,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre backstroke,1,gold,athlete,Hubert Kós,Hungary,HUN,1:54.14 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre backstroke,2,silver,athlete,Ryan Murphy,United States,USA,1:54.83,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre backstroke,3,bronze,athlete,Roman Mityukov,Switzerland,CHE,1:55.34 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre breaststroke,1,gold,athlete,Qin Haiyang,China,CHN,2:05.48 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre breaststroke,2,silver,athlete,Zac Stubblety-Cook,Australia,AUS,2:06.40,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre breaststroke,3,bronze,athlete,Matthew Fallon,United States,USA,2:07.74,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre butterfly,1,gold,athlete,Léon Marchand,France,FRA,1:52.43 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre butterfly,2,silver,athlete,Krzysztof Chmielewski,Poland,POL,1:53.62,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre butterfly,3,bronze,athlete,Tomoru Honda,Japan,JPN,1:53.66,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre freestyle,1,gold,athlete,Matt Richards,Great Britain,GBR,1:44.30,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre freestyle,2,silver,athlete,Tom Dean,Great Britain,GBR,1:44.32,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre freestyle,3,bronze,athlete,Hwang Sun-woo,South Korea,KOR,1:44.42 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre individual medley,1,gold,athlete,Léon Marchand,France,FRA,1:54.82 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre individual medley,2,silver,athlete,Duncan Scott,Great Britain,GBR,1:55.95,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 200 metre individual medley,3,bronze,athlete,Tom Dean,Great Britain,GBR,1:56.07,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre freestyle relay,1,gold,team,,Australia,AUS,3:10.16,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre freestyle relay,2,silver,team,,Italy,ITA,3:10.49,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre freestyle relay,3,bronze,team,,United States,USA,3:10.81,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre medley relay,1,gold,team,,United States,USA,3:27.20 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre medley relay,2,silver,team,,China,CHN,3:29.00 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 100 metre medley relay,3,bronze,team,,Australia,AUS,3:29.62,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 200 metre freestyle relay,1,gold,team,,Great Britain,GBR,6:59.08,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 200 metre freestyle relay,2,silver,team,,United States,USA,7:00.02,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 4 × 200 metre freestyle relay,3,bronze,team,,Australia,AUS,7:02.13,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre freestyle,1,gold,athlete,Samuel Short,Australia,AUS,3:40.68,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre freestyle,2,silver,athlete,Ahmed Hafnaoui,Tunisia,TUN,3:40.70 AF,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre freestyle,3,bronze,athlete,Lukas Märtens,Germany,DEU,3:42.20,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre individual medley,1,gold,athlete,Léon Marchand,France,FRA,4:02.50 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre individual medley,2,silver,athlete,Carson Foster,United States,USA,4:06.56,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 400 metre individual medley,3,bronze,athlete,Daiya Seto,Japan,JPN,4:09.41,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre backstroke,1,gold,athlete,Hunter Armstrong,United States,USA,24.05,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre backstroke,2,silver,athlete,Justin Ress,United States,USA,24.24,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre backstroke,3,bronze,athlete,Xu Jiayu,China,CHN,24.50,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre breaststroke,1,gold,athlete,Qin Haiyang,China,CHN,26.29,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre breaststroke,2,silver,athlete,Nic Fink,United States,USA,26.59,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre breaststroke,3,bronze,athlete,Sun Jiajun,China,CHN,26.79,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre butterfly,1,gold,athlete,Thomas Ceccon,Italy,ITA,22.68 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre butterfly,2,silver,athlete,Diogo Ribeiro,Portugal,PRT,22.80 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre butterfly,3,bronze,athlete,Maxime Grousset,France,FRA,22.82,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre freestyle,1,gold,athlete,Cameron McEvoy,Australia,AUS,21.06 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre freestyle,2,silver,athlete,Jack Alexy,United States,USA,21.57,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 50 metre freestyle,3,bronze,athlete,Ben Proud,Great Britain,GBR,21.58,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 800 metre freestyle,1,gold,athlete,Ahmed Hafnaoui,Tunisia,TUN,7:37.00,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 800 metre freestyle,2,silver,athlete,Samuel Short,Australia,AUS,7:37.76 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,swimming,Men's 800 metre freestyle,3,bronze,athlete,Bobby Finke,United States,USA,7:38.67 AM,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre freestyle relay,1,gold,team,,Australia,AUS,3:18.83 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre freestyle relay,2,silver,team,,United States,USA,3:20.82,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre freestyle relay,3,bronze,team,,Great Britain,GBR,3:21.68 ER,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre medley relay,1,gold,team,,China,CHN,3:38.57,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre medley relay,2,silver,team,,Australia,AUS,3:39.03,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,mixed,swimming,Mixed 4 × 100 metre medley relay,3,bronze,team,,United States,USA,3:40.19,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre backstroke,1,gold,athlete,Kaylee McKeown,Australia,AUS,57.53 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre backstroke,2,silver,athlete,Regan Smith,United States,USA,57.78,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre backstroke,3,bronze,athlete,Katharine Berkoff,United States,USA,58.25,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre breaststroke,1,gold,athlete,Rūta Meilutytė,Lithuania,LTU,1:04.62,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre breaststroke,2,silver,athlete,Tatjana Schoenmaker,South Africa,ZAF,1:05.84,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre breaststroke,3,bronze,athlete,Lydia Jacoby,United States,USA,1:05.94,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre butterfly,1,gold,athlete,Zhang Yufei,China,CHN,56.12,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre butterfly,2,silver,athlete,Maggie Mac Neil,Canada,CAN,56.45,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre butterfly,3,bronze,athlete,Torri Huske,United States,USA,56.61,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre freestyle,1,gold,athlete,Mollie O'Callaghan,Australia,AUS,52.16,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre freestyle,2,silver,athlete,Siobhán Haughey,Hong Kong,HKG,52.49,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 100 metre freestyle,3,bronze,athlete,Marrit Steenbergen,Netherlands,NLD,52.71,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 1500 metre freestyle,1,gold,athlete,Katie Ledecky,United States,USA,15:26.27,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 1500 metre freestyle,2,silver,athlete,Simona Quadarella,Italy,ITA,15:43.31,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 1500 metre freestyle,3,bronze,athlete,Li Bingjie,China,CHN,15:45.71,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre backstroke,1,gold,athlete,Kaylee McKeown,Australia,AUS,2:03.85,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre backstroke,2,silver,athlete,Regan Smith,United States,USA,2:04.94,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre backstroke,3,bronze,athlete,Peng Xuwei,China,CHN,2:06.74,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre breaststroke,1,gold,athlete,Tatjana Schoenmaker,South Africa,ZAF,2:20.80,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre breaststroke,2,silver,athlete,Kate Douglass,United States,USA,2:21.23,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre breaststroke,3,bronze,athlete,Tes Schouten,Netherlands,NLD,2:21.63 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre butterfly,1,gold,athlete,Summer McIntosh,Canada,CAN,"2:04.06 AM, WJ",https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre butterfly,2,silver,athlete,Elizabeth Dekkers,Australia,AUS,2:05.46,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre butterfly,3,bronze,athlete,Regan Smith,United States,USA,2:06.78,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre freestyle,1,gold,athlete,Mollie O'Callaghan,Australia,AUS,1:52.85 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre freestyle,2,silver,athlete,Ariarne Titmus,Australia,AUS,1:53.01,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre freestyle,3,bronze,athlete,Summer McIntosh,Canada,CAN,"1:53.65 WJ, NR",https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre individual medley,1,gold,athlete,Kate Douglass,United States,USA,2:07.17,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
